,venueID,category,nearby_same_category,total_nearby
98285,6879,Restaurant,337,1196
98296,24787,Amusement Park,15,144
98312,37357,Night Club,3,1208
98322,10767,Financial Service,11,565
98333,34235,Pharmacy,85,5755
98334,17714,Monument,0,99
98338,18356,Health and Beauty Service,134,5545
98343,14944,Restaurant,39,131
98345,1687,Restaurant,309,1097
98351,23462,Dentist,0,121
98353,33602,Furniture and Home Store,26,6327
98354,5218,Fashion Retail,289,6490
98356,18506,Boutique,3,1149
98358,14492,Food and Beverage Retail,4,97
98363,7979,Health and Beauty Service,19,875
98364,14723,Arts and Crafts Store,0,150
98366,25912,Food and Beverage Retail,6,140
98371,28543,Art Gallery,9,1187
98374,23389,Shopping Mall,2,120
98376,17865,Food and Beverage Retail,6,128
98378,14005,Cemetery,0,115
98385,19641,Arts and Crafts Store,1,124
98387,16792,Sporting Goods Retail,2,119
98388,14933,Miscellaneous Store,3,119
98392,23264,Food and Beverage Retail,10,111
98400,29277,Boutique,0,442
98401,17614,Shopping Mall,2,442
98402,16239,Cosmetics Store,6,487
98407,16464,Financial Service,7,202
98408,34136,Other Great Outdoors,2,46
98409,24180,Fuel Station,8,204
98411,33196,Bar,1,201
98412,24421,Pet Supplies Store,0,159
98413,9183,Restaurant,35,152
98415,25411,Government Building,6,216
98417,26987,Laundry Service,3,399
98419,27651,Convenience Store,0,203
98423,27407,Park,3,89
98424,12799,Restaurant,46,149
98429,10049,Bar,0,77
98431,23847,Cosmetics Store,5,411
98433,13471,Department Store,2,181
98435,35636,Bar,0,76
98436,13808,Restaurant,4,60
98439,24498,Fuel Station,8,202
98449,19582,General Travel,1,232
98450,22500,Plaza,0,190
98451,15701,Fashion Retail,39,271
98452,37488,Automotive Shop,2,193
98455,21383,Automotive Shop,5,211
98456,33293,Automotive Shop,2,172
98457,24122,Flea Market,0,83
98458,25671,Fuel Station,1,72
98461,9745,Cosmetics Store,4,274
98462,31381,General Travel,1,171
98464,26674,Fuel Station,8,168
98467,29256,States and Municipalities,2,280
98468,27690,Other Great Outdoors,2,200
98475,35521,Baseball,2,202
98480,18471,Miscellaneous Store,7,191
98488,25168,Automotive Shop,2,79
98490,18990,Restaurant,48,192
98496,23405,Other Great Outdoors,0,11
98501,12368,Dessert Shop,3,67
98506,17908,Restaurant,28,128
98516,27473,Fuel Station,0,90
98521,22283,Education,2,90
98530,11026,Restaurant,70,301
98534,35827,General Entertainment,0,117
98536,24626,Restaurant,25,88
98537,14427,Bakery,0,86
98538,21105,Health and Beauty Service,3,126
98539,10267,Pharmacy,4,122
98540,15176,Donut Shop,1,141
98567,15794,Financial Service,4,140
98568,21360,General Travel,0,128
98570,22343,Dessert Shop,2,114
98572,12085,Hospital,1,65
98583,14237,Dessert Shop,1,87
98587,23250,Restaurant,26,108
98592,13381,Spiritual Center,2,138
98626,19127,Education,2,94
98639,13195,Laundry Service,1,131
98661,10665,Gym and Studio,4,99
98665,25916,Fashion Retail,2,139
98705,12879,Restaurant,10,31
98706,17500,Restaurant,12,35
98708,24023,Health and Beauty Service,173,6230
98709,15933,Restaurant,67,239
98714,33222,Bar,12,206
98717,5540,Restaurant,32,155
98732,10055,Restaurant,16,46
98737,20800,Gym and Studio,1,19
98740,19376,Bar,531,5825
98754,11241,Cosmetics Store,71,6471
98755,33939,Dessert Shop,4,164
98763,3244,Cosmetics Store,58,5777
98783,17911,Art Gallery,13,566
98786,29132,Restaurant,18,88
98789,37239,Bar,12,210
98796,28974,Bar,0,34
98801,9993,Restaurant,26,133
98804,34918,Restaurant,19,64
98809,13113,Food and Beverage Retail,2,31
98821,22398,Bar,376,4490
98840,31509,Health and Beauty Service,5,238
98842,12707,Arts and Crafts Store,1,223
98843,26830,Fashion Retail,37,233
98845,31946,Gym and Studio,1,269
98846,32768,Office,0,66
98848,31563,Other Great Outdoors,2,226
98849,33817,General Travel,2,230
98850,28890,Restaurant,58,254
98852,14252,Food and Beverage Retail,7,273
98853,15079,Bagel Shop,0,275
98855,19730,States and Municipalities,1,45
98856,16161,Parking,4,500
98857,33977,Moving Target,1,162
98858,19745,Financial Service,6,117
98866,19983,Restaurant,10,34
98868,10685,Juice Bar,22,5746
98872,19421,Structure,3,187
98873,32382,Donut Shop,1,117
98876,22884,Gym and Studio,0,142
98884,12814,Strip Club,0,140
98885,34723,Baseball,4,499
98886,25839,Gift Store,0,452
98889,17893,Fashion Retail,38,240
98897,11588,Gym and Studio,0,116
98901,27566,Health and Beauty Service,4,115
98903,32500,Dentist,1,268
98933,29240,Gym and Studio,3,147
98938,30338,Gym and Studio,0,10
98943,24217,Shopping Mall,0,50
98945,27179,Restaurant,12,70
98959,35098,States and Municipalities,1,55
98960,18162,Automotive Shop,1,118
98962,25552,Financial Service,2,132
98963,15978,Government Building,2,274
98964,19115,Financial Service,1,283
98969,34522,Structure,1,99
98972,28171,Restaurant,34,117
98973,20392,Fuel Station,4,141
98974,17754,Restaurant,30,130
98976,13700,Structure,5,275
98979,12506,Office Supply Store,0,127
98980,22640,Fuel Station,5,271
98982,18256,Pharmacy,2,273
98983,26117,Restaurant,16,87
98984,19709,Restaurant,39,173
98985,19237,Restaurant,12,59
98993,24165,Financial Service,2,272
98997,24416,Bakery,1,126
99004,28063,Financial Service,3,141
99007,12916,Hardware Store,1,166
99009,16009,Miscellaneous Store,3,150
99016,14570,Pharmacy,4,115
99017,33991,Park,1,104
99018,17382,Restaurant,62,275
99020,30911,Park,1,52
99027,19198,Miscellaneous Store,6,274
99028,24988,Government Building,3,156
99032,35981,Restaurant,59,275
99036,13472,Food and Beverage Retail,6,273
99042,23040,Health and Beauty Service,8,278
99049,33622,Structure,1,62
99055,27707,Laundry Service,0,119
99064,32504,Government Building,4,285
99077,19408,Pharmacy,2,248
99085,6647,Furniture and Home Store,2,267
99087,15018,Office,126,6729
99090,3016,Bar,42,916
99103,35263,Office,110,6370
99104,19138,Education,90,831
99125,15013,Education,91,847
99138,36416,Night Club,38,4433
99139,4782,Restaurant,964,3358
99150,5493,Restaurant,196,867
99153,14597,Education,92,844
99160,10732,Education,92,904
99180,14021,Education,89,826
99183,15035,Education,91,833
99192,30249,Education,94,2862
99202,22303,Education,101,2913
99207,31483,Education,93,2906
99210,7252,Cosmetics Store,73,6723
99225,32112,Education,96,2882
99233,12083,Boutique,18,3102
99239,6966,Restaurant,434,1615
99240,23595,Dessert Shop,72,5615
99243,22182,Education,107,2945
99250,12696,Fashion Retail,176,4091
99252,34658,Fashion Retail,121,2965
99253,16566,Fashion Retail,119,2901
99263,2135,Restaurant,1637,5197
99264,23825,Bar,659,5700
99269,27128,Sporting Goods Retail,32,4542
99271,7698,Sporting Goods Retail,31,4392
99288,17799,Park,87,4329
99289,29676,Hiking Trail,4,4539
99293,33739,Restaurant,1407,4952
99294,34821,Restaurant,1568,5170
99302,28339,Education,68,2487
99314,24934,Restaurant,762,2608
99319,9101,Education,68,2492
99340,26483,Office,55,2956
99345,33493,Medical Center,5,3670
99346,9558,Restaurant,833,2808
99348,22808,Education,82,2742
99350,1433,Bar,281,2825
99353,6571,Restaurant,1281,4244
99355,18597,Park,65,1309
99356,31123,Other Great Outdoors,8,1354
99357,25871,Health and Beauty Service,35,1184
99385,10538,Restaurant,23,68
99410,18977,Fashion Retail,41,283
99411,13013,Food and Beverage Retail,5,268
99430,27567,Parking,15,4380
99444,30426,Laundry Service,1,75
99446,17061,Fashion Retail,217,5414
99462,11878,Restaurant,22,114
99481,32910,Pharmacy,5,198
99482,33340,States and Municipalities,5,201
99483,23985,Convenience Store,5,186
99485,33879,Food and Beverage Retail,11,182
99487,30816,Financial Service,4,201
99488,15872,Food and Beverage Retail,14,191
99489,33421,Miscellaneous Store,4,198
99494,32683,Other Great Outdoors,3,233
99496,35053,Moving Target,4,147
99497,33843,Other Great Outdoors,5,139
99498,23554,States and Municipalities,4,143
99500,26572,Education,8,151
99502,20196,Other Great Outdoors,1,153
99504,31961,Structure,6,196
99514,30650,Education,8,198
99515,23096,Restaurant,48,198
99516,31942,Other Great Outdoors,2,353
99519,16002,Medical Center,14,4542
99527,36539,Other Great Outdoors,10,316
99528,36275,Moving Target,4,147
99529,36277,Moving Target,2,264
99531,32444,Other Great Outdoors,7,205
99532,16667,Education,12,215
99534,34660,Park,5,198
99535,33876,Physician,10,1609
99536,25616,Physician,10,1642
99537,35432,States and Municipalities,9,1656
99539,19941,Food and Beverage Retail,12,190
99543,35201,Moving Target,3,963
99544,29617,Landmarks and Outdoors,5,4658
99552,5103,Other Great Outdoors,13,521
99553,29023,"Cafe, Coffee, and Tea House",27,671
99554,22483,Education,18,619
99557,11070,Education,18,600
99558,15134,Education,18,625
99559,10421,Pharmacy,9,586
99562,33924,Physician,5,661
99563,34996,Moving Target,4,147
99572,28146,Convenience Store,5,201
99574,31776,States and Municipalities,6,954
99575,28168,Park,5,187
99578,17807,Record Store,0,221
99579,15570,Food and Beverage Retail,18,223
99590,35978,Spiritual Center,36,4223
99591,36101,General Entertainment,91,5690
99598,16756,Restaurant,38,164
99605,27681,Bakery,23,1208
99615,19245,Restaurant,40,180
99616,20425,Computers and Electronics Retail,0,147
99630,33199,Physician,1,187
99633,33012,Field,0,186
99636,36032,Museum,14,6642
99637,33092,Financial Service,5,207
99638,18881,Pharmacy,4,200
99639,20936,Restaurant,41,198
99640,33703,Scenic Lookout,2,179
99642,29339,Miscellaneous Store,3,169
99644,25199,States and Municipalities,1,48
99645,19412,General Travel,0,100
99651,30698,Food and Beverage Retail,11,194
99654,28843,Business and Professional Services,0,195
99670,27996,Moving Target,16,6456
99672,24849,Education,144,6535
99678,29216,Park,5,198
99683,29783,Landmarks and Outdoors,0,80
99684,36803,Bridge,13,3630
99701,33952,Historic and Protected Site,1,634
99713,33841,Education,11,169
99714,18825,Performing Arts Venue,205,5081
99716,36977,Bar,610,5348
99720,36496,Field,3,2074
99724,26705,Bar,2,55
99726,19415,Restaurant,1462,5062
99727,2785,Restaurant,1931,6318
99732,350,Bar,99,1212
99733,1462,Restaurant,1166,3685
99735,8724,Night Club,1,195
99740,30347,Restaurant,623,2132
99741,27320,Park,2,40
99750,35920,Performing Arts Venue,3,406
99762,27885,Scenic Lookout,0,145
99771,36535,States and Municipalities,8,928
99775,10363,Restaurant,257,877
99776,21832,Restaurant,1123,3525
99778,1135,Bar,18,192
99789,26878,Bar,128,1848
99790,32006,Bar,161,2129
99794,30573,Restaurant,49,192
99801,18424,Structure,3,173
99802,2755,Dessert Shop,82,4938
99809,31687,Restaurant,766,2541
99813,26291,Government Building,67,4709
99823,2001,Bar,601,5187
99828,23070,Fashion Retail,233,5043
99836,3515,"Cafe, Coffee, and Tea House",41,900
99859,30595,Historic and Protected Site,1,991
99865,1003,Restaurant,1773,6064
99887,18316,Plaza,26,3537
99898,2926,Restaurant,1762,5595
99900,11903,Dentist,6,4984
99905,11569,Health and Beauty Service,19,866
99914,27090,Harbor or Marina,12,4193
99934,4265,Fashion Retail,236,5421
99935,3538,Fashion Retail,210,4542
99945,7028,Fashion Retail,12,895
99953,19744,Computers and Electronics Retail,49,6025
99955,6603,Fashion Retail,64,1802
99959,15799,Pharmacy,3,267
99960,18992,Restaurant,47,265
99963,37102,Fashion Retail,235,5151
99964,24484,Restaurant,32,147
99975,9535,"Cafe, Coffee, and Tea House",85,1956
100002,14812,Department Store,0,690
100005,19214,Bar,16,382
100006,15649,Restaurant,119,395
100008,20404,Scenic Lookout,10,1003
100013,29273,Restaurant,18,106
100037,7642,Restaurant,553,2025
100044,21620,Night Club,3,388
100050,2463,Bar,85,1385
100055,17914,Snack Place,4,5668
100057,6481,Scenic Lookout,10,2692
100070,29071,Restaurant,47,266
100155,13403,Restaurant,32,147
100166,9595,Gym and Studio,65,2163
100169,2798,Food and Beverage Retail,80,2373
100173,508,Restaurant,730,2559
100177,35320,Arcade,1,1953
100187,37459,Arcade,1,1936
100198,20639,Health and Beauty Service,65,2184
100200,35675,Restaurant,533,1902
100206,1621,Restaurant,568,1992
100208,15717,Food and Beverage Retail,63,1839
100212,22019,Food and Beverage Retail,85,2819
100214,34437,Cosmetics Store,24,2711
100215,26159,Food and Beverage Retail,81,2358
100234,4355,Restaurant,722,2535
100237,8281,Office Supply Store,16,6052
100238,4533,Gift Store,15,6467
100245,767,Restaurant,797,2773
100247,20289,Fashion Retail,233,5123
100272,33252,Computers and Electronics Retail,18,1910
100275,29020,Restaurant,582,2018
100282,36085,Other Great Outdoors,21,2674
100299,5813,Restaurant,523,1866
100339,1193,Restaurant,1957,6415
100341,34039,"Cafe, Coffee, and Tea House",301,6467
100349,2112,Gym and Studio,155,5879
100365,29335,Restaurant,1839,6097
100371,9804,Financial Service,70,5794
100386,9812,Bookstore,21,6473
100391,29646,Lodging,93,6065
100399,28227,Park,110,2233
100400,16489,Fashion Retail,292,6092
100409,17452,Restaurant,1466,5033
100416,3815,Restaurant,982,3404
100425,3429,Event Space,4,849
100426,34494,Bakery,53,5742
100430,5368,Restaurant,1914,6337
100459,648,Restaurant,1978,6410
100513,37141,Government Building,59,2569
100514,9504,Restaurant,1828,6107
100517,16740,Arcade,0,38
100523,36037,States and Municipalities,0,8
100531,12547,Restaurant,60,216
100532,14344,Pharmacy,1,33
100534,12398,Spiritual Center,8,147
100535,11391,Restaurant,5,33
100548,12462,Restaurant,6,9
100554,11482,Restaurant,5,39
100557,15133,Office Supply Store,0,38
100562,16579,Financial Service,0,38
100570,13297,Financial Service,6,154
100573,21210,Pharmacy,4,188
100574,13455,"Cafe, Coffee, and Tea House",7,143
100577,26266,Government Building,0,34
100578,16224,Pharmacy,1,32
100579,26628,Structure,0,59
100583,17603,Park,3,142
100586,36314,Health and Beauty Service,2,38
100589,30716,Dentist,1,46
100591,23737,Restaurant,9,48
100596,14735,Computers and Electronics Retail,1,94
100598,25727,Structure,123,5096
100599,4986,"Cafe, Coffee, and Tea House",254,5098
100608,23287,Restaurant,58,241
100623,6454,Restaurant,292,990
100624,9621,Restaurant,56,231
100628,28336,Restaurant,59,240
100636,29126,Donut Shop,3,311
100642,30354,Business and Professional Services,1,478
100651,16987,Education,23,250
100658,24517,Other Great Outdoors,14,1029
100666,4811,Food and Beverage Retail,51,1015
100671,35332,Spiritual Center,10,1001
100679,5698,Restaurant,282,954
100706,17789,Pharmacy,10,230
100727,15424,Education,96,4322
100729,5210,Restaurant,1548,5141
100732,34928,Restaurant,322,1108
100735,24690,Physician,33,6235
100740,14749,Lodging,8,1372
100741,9441,Cosmetics Store,5,952
100750,6552,Restaurant,1570,5256
100765,27804,Office,94,5570
100774,12794,Restaurant,312,1060
100784,13572,Physician,5,866
100797,9350,Bakery,1,235
100809,10371,Restaurant,445,1582
100810,11252,Restaurant,444,1585
100815,8630,Restaurant,318,1070
100834,33088,Mountain,0,30
100836,9914,Government Building,0,36
100837,32914,Automotive Shop,0,54
100841,31797,Eyecare Store,0,76
100842,10575,Shopping Mall,0,127
100843,11627,Pharmacy,0,37
100844,21847,Education,2,41
100845,18959,Library,0,80
100847,30658,Parking,1,138
100848,12456,Hospital,0,143
100850,20569,Restaurant,17,78
100851,12203,Bakery,1,78
100852,34840,Comedy Club,0,39
100855,12469,Food and Beverage Retail,7,125
100856,28765,Fuel Station,0,16
100857,21004,Pharmacy,3,70
100861,15269,Food and Beverage Retail,2,49
100867,32711,Laundry Service,1,65
100872,13404,Financial Service,0,36
100875,31379,Parking,6,81
100879,23562,Restaurant,6,36
100880,12192,Food and Beverage Retail,4,99
100881,6282,Park,2,33
100882,15232,"Cafe, Coffee, and Tea House",0,37
100883,25180,Computers and Electronics Retail,3,42
100884,13103,Miscellaneous Store,0,42
100890,18566,Park,2,126
100891,8388,Other Great Outdoors,40,6009
100895,27595,Dessert Shop,1,123
100896,30559,Restaurant,18,80
100898,13532,Restaurant,3,27
100907,36911,Eyecare Store,0,80
100913,29760,Physician,0,21
100920,21604,Restaurant,10,53
100921,22667,Physician,1,111
100922,24019,Hospital,0,110
100925,18423,Golf,0,24
100928,34836,Physician,1,73
100932,19481,Furniture and Home Store,0,41
100945,18028,Health and Beauty Service,2,74
100946,25372,Medical Center,0,79
100953,8990,Restaurant,14,55
100960,28619,Health and Beauty Service,1,66
100970,12351,Computers and Electronics Retail,3,59
100987,16751,Bar,522,5709
100997,3799,Hospital,0,62
100999,31290,Education,2,64
101000,22353,Physician,3,65
101001,30177,Restaurant,16,65
101019,30972,Education,2,64
101024,721,Restaurant,1289,4272
101032,30313,Restaurant,2017,6659
101033,36646,Bar,627,6486
101052,1868,Restaurant,1931,6317
101054,28070,Restaurant,85,310
101064,11710,Restaurant,23,89
101067,32362,Snack Place,5,5146
101072,3056,Restaurant,248,849
101082,13978,Restaurant,22,83
101102,14328,Night Club,2,560
101103,29089,Education,6,260
101104,29678,Education,6,261
101105,30132,Education,19,315
101106,14547,Automotive Shop,4,621
101107,32708,Spiritual Center,8,560
101116,6404,Food and Beverage Retail,18,508
101117,11603,"Cafe, Coffee, and Tea House",15,518
101118,19490,Fashion Retail,3,508
101123,32815,Parking,3,555
101125,14541,Fashion Retail,9,560
101141,21653,Fuel Station,10,334
101142,24139,Restaurant,127,506
101145,15130,Medical Center,0,572
101146,17870,"Cafe, Coffee, and Tea House",11,366
101156,12970,Night Club,33,5475
101171,25961,Physician,6,355
101190,17798,Fuel Station,8,612
101191,11173,Structure,53,2446
101198,29341,Physician,0,112
101205,9937,Financial Service,13,986
101221,6510,Fashion Retail,10,598
101222,28345,Other Nightlife,1,386
101224,5699,Sporting Goods Retail,1,25
101234,20106,States and Municipalities,2,231
101239,26697,Miscellaneous Store,1,507
101248,23720,Spiritual Center,8,512
101272,5265,Restaurant,22,118
101277,15750,Restaurant,38,172
101296,8304,Government Building,10,478
101298,21316,Education,15,141
101322,28109,Business and Professional Services,0,651
101345,13893,Restaurant,169,781
101352,22774,Other Great Outdoors,3,51
101366,12500,Restaurant,128,505
101385,26059,Emergency Service,1,588
101405,22964,Government Building,65,3696
101408,5825,Government Building,72,3785
101410,33373,"Cafe, Coffee, and Tea House",220,4855
101411,12314,Education,39,1136
101412,29718,Computers and Electronics Retail,13,1107
101415,36040,Government Building,54,6479
101416,9102,Education,167,6483
101423,8362,Education,166,6075
101429,5805,Health and Beauty Service,163,4947
101432,11420,Structure,126,6370
101445,8822,Bar,644,5576
101449,22819,Education,165,5529
101455,23564,Structure,52,1944
101457,3128,Restaurant,2001,6406
101459,36711,Office,39,1954
101460,172,Restaurant,1638,5287
101464,22771,Structure,14,363
101469,8938,Education,169,6260
101473,710,Restaurant,500,1771
101478,27066,Dessert Shop,93,5964
101479,19583,Dessert Shop,93,5810
101480,331,Restaurant,1603,5002
101497,14450,Structure,107,4794
101500,16855,Bookstore,15,4726
101504,25865,Dessert Shop,104,6438
101505,15998,Dessert Shop,95,6323
101506,6264,Pharmacy,67,5866
101512,3153,"Cafe, Coffee, and Tea House",254,5503
101523,18361,Restaurant,1755,5551
101546,36263,Storage Facility,0,128
101550,7410,"Cafe, Coffee, and Tea House",245,4931
101552,4005,Lodging,114,4958
101555,22730,Restaurant,2021,6474
101560,12899,Financial Service,70,5771
101571,25932,Fashion Retail,264,6543
101573,33604,Restaurant,1992,6583
101576,23430,Night Club,1,486
101578,6790,Restaurant,749,2775
101585,6582,Education,164,5485
101590,4147,Restaurant,1831,5812
101596,11665,Restaurant,1976,6419
101599,25263,Restaurant,2022,6443
101624,23298,"Cafe, Coffee, and Tea House",255,5715
101634,14264,Health and Beauty Service,161,5001
101645,2644,Restaurant,1817,5820
101655,23858,Lake,0,1
101656,20267,Restaurant,1056,3410
101678,3615,Restaurant,2004,6569
101683,1960,Restaurant,1782,5718
101691,19668,Park,14,572
101717,15996,Veterinarian,0,171
101718,23713,Shopping Mall,0,88
101740,14900,Parking,3,582
101745,10969,Health and Beauty Service,8,450
101752,21584,Harbor or Marina,9,688
101762,19274,Restaurant,1,9
101770,32255,Spiritual Center,6,972
101847,19124,Dessert Shop,3,138
101854,34378,Government Building,5,163
101859,36812,Government Building,1,76
101861,26401,Government Building,4,146
101867,21161,Restaurant,47,180
101872,3154,Museum,0,77
101873,19494,Government Building,2,299
101875,11797,Restaurant,32,125
101886,25752,Restaurant,30,110
101889,27363,Dessert Shop,4,355
101905,18830,Shopping Mall,0,76
101914,14913,Laundry Service,3,176
101924,7621,Breakfast Spot,14,5738
101926,21579,Performing Arts Venue,218,6031
101927,19146,Performing Arts Venue,213,5388
101932,7827,Performing Arts Venue,82,1980
101933,3981,"Cafe, Coffee, and Tea House",40,819
101935,36055,Performing Arts Venue,213,5302
101944,29108,Breakfast Spot,3,833
101945,4051,Restaurant,257,863
101946,2721,Performing Arts Venue,120,4896
101952,1785,Lodging,109,6742
101958,20241,"Cafe, Coffee, and Tea House",52,1246
101963,2827,Restaurant,257,869
101968,34553,Performing Arts Venue,214,5542
101982,21160,Restaurant,1556,5379
101991,11098,Performing Arts Venue,11,799
102001,6692,Food and Beverage Retail,52,1228
102014,4413,Restaurant,258,870
102020,5172,Cosmetics Store,25,2793
102024,28292,Restaurant,229,783
102054,2181,Performing Arts Venue,150,6212
102067,3721,Restaurant,243,823
102084,36094,Restaurant,259,873
102085,3717,Restaurant,265,881
102086,4248,"Cafe, Coffee, and Tea House",48,880
102099,7513,Museum,14,6612
102103,6799,General Entertainment,93,6719
102105,14226,Education,168,6197
102151,7559,Park,85,4517
102162,5575,Bakery,48,4682
102167,13866,Restaurant,17,60
102174,4318,"Cafe, Coffee, and Tea House",243,5081
102176,14230,Education,1,64
102178,9466,Restaurant,23,73
102191,6877,Restaurant,1443,4983
102195,9835,"Cafe, Coffee, and Tea House",186,3892
102196,35014,Performing Arts Venue,217,5640
102211,17697,Food and Beverage Retail,74,4406
102212,6207,Restaurant,1633,5673
102213,7393,Restaurant,1312,4543
102224,25735,Restaurant,70,333
102226,5487,Restaurant,1150,3688
102230,21236,Education,25,465
102239,21524,Automotive Retail,0,693
102248,20488,Health and Beauty Service,2,297
102253,14144,Restaurant,90,425
102254,7747,Restaurant,1479,5127
102257,33351,Fuel Station,2,382
102258,5582,Restaurant,89,423
102262,26023,Laundry Service,3,281
102268,33878,Moving Target,8,3896
102270,25634,Food Court,1,332
102276,26374,Restaurant,86,402
102280,21340,Restaurant,940,3216
102290,30472,Restaurant,1105,3613
102292,36733,Park,23,466
102302,24765,Bar,3,124
102304,29044,Restaurant,154,606
102307,9724,Restaurant,34,93
102309,11395,Restaurant,227,901
102310,24460,Bar,105,838
102313,8978,Bakery,6,554
102327,12932,Restaurant,23,88
102332,17731,Restaurant,22,64
102334,18922,Financial Service,4,117
102346,16729,Financial Service,6,531
102352,13756,Food and Beverage Retail,23,648
102360,22487,Restaurant,25,135
102368,13359,Restaurant,18,112
102370,13634,Structure,136,5361
102381,5505,Bar,4,102
102383,9532,Hardware Store,0,117
102386,35525,Food Truck,0,101
102391,2483,Restaurant,210,877
102405,3377,Restaurant,128,527
102409,15178,"Cafe, Coffee, and Tea House",5,123
102410,15561,Restaurant,21,96
102430,19895,Restaurant,31,81
102436,22951,Restaurant,150,603
102442,9201,Bar,111,886
102456,21621,Restaurant,25,71
102488,16727,Food and Beverage Retail,3,127
102489,1978,Bar,105,841
102497,29306,Fuel Station,6,135
102498,34284,Restaurant,283,1032
102516,9751,Restaurant,20,68
102518,18614,Restaurant,19,69
102554,32952,Bakery,0,111
102571,2807,Restaurant,192,783
102574,24837,Restaurant,245,980
102586,10374,Restaurant,36,134
102648,31753,Physician,9,266
102649,25945,"Cafe, Coffee, and Tea House",9,324
102654,18470,Restaurant,62,238
102657,14010,Restaurant,63,254
102661,12651,Bar,23,334
102664,19545,Bar,15,323
102667,18485,Donut Shop,5,228
102670,15679,Restaurant,47,156
102671,10499,Bar,17,267
102672,36835,Bar,17,248
102676,9673,Night Club,0,95
102680,11560,Restaurant,87,331
102694,12000,Brewery,0,319
102702,20441,Restaurant,54,196
102703,34680,Restaurant,52,180
102717,11489,Fashion Retail,210,5327
102725,13785,Restaurant,57,237
102731,32004,Restaurant,50,176
102734,32369,Restaurant,61,230
102735,26624,"Cafe, Coffee, and Tea House",15,232
102741,15755,Restaurant,48,166
102743,34481,Physician,0,233
102752,16065,Education,7,304
102757,16445,Restaurant,67,259
102758,17890,Miscellaneous Store,3,311
102759,25465,Restaurant,67,277
102773,17515,Financial Service,9,267
102780,20474,Restaurant,1867,6280
102796,13245,Pool Hall,1,670
102803,23112,Fashion Retail,2,154
102805,16471,Restaurant,61,247
102812,14268,Restaurant,69,261
102813,4962,Movie Theater,3,282
102816,30907,Restaurant,73,315
102817,20099,Automotive Shop,5,299
102819,32493,Financial Service,8,318
102820,34097,Restaurant,74,296
102821,14814,Dessert Shop,1,196
102824,28991,Sporting Goods Retail,0,266
102837,18540,Restaurant,140,561
102840,17663,Restaurant,78,312
102842,16569,Restaurant,55,215
102844,19290,Fuel Station,11,208
102845,18296,Department Store,0,54
102851,15995,Restaurant,70,281
102856,34888,Boutique,0,260
102857,5627,Fashion Retail,242,5766
102861,31830,Financial Service,8,281
102872,30725,Fuel Station,10,330
102873,35185,Health and Beauty Service,6,313
102880,32701,Restaurant,74,291
102882,36465,Restaurant,78,331
102886,9794,Snack Place,1,314
102894,24743,Automotive Shop,3,261
102901,22315,Education,17,324
102907,26851,Restaurant,37,111
102915,21703,Fashion Retail,4,204
102917,22967,Education,18,246
102921,7505,"Cafe, Coffee, and Tea House",167,3433
102922,12788,Physician,4,63
102926,35528,Moving Target,1,510
102933,18338,Physician,3,61
102934,21093,Restaurant,10,58
102937,15833,Government Building,63,3500
102939,6930,Lodging,116,6559
102940,33179,"Cafe, Coffee, and Tea House",318,6703
102946,22702,Scenic Lookout,1,336
102953,18969,Financial Service,112,6633
102964,20868,Education,149,5314
102967,21567,Restaurant,1826,5806
102970,16178,Structure,114,5694
102973,27141,Government Building,4,52
102977,17814,Fashion Retail,2,26
102980,19167,General Travel,1,117
102982,22234,General Travel,0,142
102984,32041,"Cafe, Coffee, and Tea House",2,25
102988,22389,Food Court,0,24
102991,12198,Dessert Shop,3,119
102993,34813,Distillery,0,119
102994,8389,Donut Shop,1,123
102996,35264,Gym and Studio,4,145
103006,26110,Education,21,190
103010,23123,Education,21,190
103015,30275,"Cafe, Coffee, and Tea House",2,25
103018,30951,Education,21,189
103022,17334,Park,3,169
103027,21723,Computers and Electronics Retail,0,224
103028,30532,Monument,0,34
103031,19419,Restaurant,50,224
103033,7910,"Cafe, Coffee, and Tea House",3,69
103034,9917,Lodging,2,70
103043,35901,Office,94,5639
103048,16090,Bookstore,0,205
103064,8868,Restaurant,1770,5767
103065,21985,Cosmetics Store,1,198
103090,1692,Restaurant,1961,6394
103092,7206,Performing Arts Venue,214,5396
103098,9941,Park,89,3961
103115,3253,Restaurant,1496,5182
103146,1273,Bar,607,5961
103174,37635,Eyecare Store,1,251
103220,10310,Computers and Electronics Retail,15,1802
103221,30958,Medical Center,5,1909
103239,3624,Restaurant,1551,5276
103240,26361,Fashion Retail,243,5666
103244,21393,Park,61,1251
103248,24204,Structure,6,255
103256,21141,Spiritual Center,17,1028
103257,21058,Structure,6,262
103258,12369,Donut Shop,1,265
103260,29862,Department Store,0,258
103265,7636,Restaurant,230,980
103276,5523,Pharmacy,84,5806
103284,5793,Food and Beverage Retail,119,6265
103299,25213,Education,43,1165
103304,26508,Education,165,5519
103315,1002,Bar,656,5613
103321,28925,Bar,647,5433
103342,22959,Restaurant,1722,5453
103357,31516,Restaurant,161,584
103360,1634,Restaurant,1416,4969
103384,14627,Laundry Service,15,5424
103396,28085,Health and Beauty Service,169,5211
103409,29575,Parking,3,5380
103433,81,Restaurant,1934,6368
103499,31815,Restaurant,281,1073
103507,32307,Arcade,3,4641
103508,34691,Performing Arts Venue,126,5573
103511,34694,Performing Arts Venue,120,4817
